Time,step.y,signalVoltage.v,signalVoltage.i,speedSensor.w,lossyGear.heatPort.Q_flow,lossyGear.heatPort.T,lossyGear.w_a,heatCapacitor.port.T,heatCapacitor.port.Q_flow,emf.w,feedback.y
0,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.0099999997764825821,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.019999999552965164,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.029999999329447746,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.039999999105930328,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.05000000074505806,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.059999998658895493,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.070000000298023224,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.079999998211860657,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.090000003576278687,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.10000000149011612,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.10999999940395355,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.11999999731779099,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.12999999523162842,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.14000000059604645,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.15000000596046448,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.15999999642372131,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.17000000178813934,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.18000000715255737,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.18999999761581421,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.20000000298023224,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.20999999344348907,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.2199999988079071,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.23000000417232513,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.23999999463558197,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.25,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.25999999046325684,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.27000001072883606,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.2800000011920929,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.28999999165534973,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.30000001192092896,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.31000000238418579,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.31999999284744263,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.33000001311302185,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.34000000357627869,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.34999999403953552,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.36000001430511475,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.37000000476837158,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.37999999523162842,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.38999998569488525,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
0.40000000596046448,0,0,0,0,0,293.14999389648438,0,293.14999389648438,0,0,0
